Transaction_ID,Customer_Name,Customer_Email,Transaction_Amount,Transaction_Date,Merchant_Name,Merchant_Email,Merchant_Location,Card_Number,Card_Expiry,Card_CVV,IP_Address,Device_Type,Transaction_Type,Fraudulent
905854cc-5e2c-474c-8066-c426f16b6863,Jason Garcia,thomasfaith@example.net,102.94,2024-01-20,Martin and Sons,ryanhopkins@webb-ramirez.com,French Guiana,676144599401,06/28,696,32.148.28.178,Tablet,Online,False
ace2691d-ea2a-426f-ae45-f7eed1cfd18b,Justin Cain,mbrown@example.com,715.12,2024-01-18,Jenkins-Nguyen,brett64@kelly.com,Nepal,4382333828164504,10/26,065,145.25.181.220,Mobile,In-store,True
68e65a96-292e-430d-b809-a53fc9851e2e,Johnny Burke,donaldsonmary@example.com,757.28,2024-01-18,"Howe, Little and Mitchell",smithkatherine@martinez.com,Chile,375025979821166,11/24,4774,23.185.33.252,Mobile,In-store,False
2a51c0ef-eeb6-4fcc-afe7-c14ebfc65732,Carl Walker,jessicarodgers@example.net,138.61,2024-01-06,Parker Inc,isaacjohnson@johnson.com,Myanmar,38414683817265,03/31,853,51.253.197.243,Mobile,Online,True
51946129-2004-4cda-813a-6173a2e67458,Bryan Stout,austin10@example.org,260.16,2024-03-03,Matthews-Casey,cwilliams@garcia.biz,Denmark,4438811671020604,09/29,324,93.144.132.118,Desktop,Online,False
44bd75bc-27bb-4951-959a-7bfecda558de,Jennifer Smith,loganjohn@example.com,745.94,2024-02-12,Martin-Williamson,tylermcguire@moore-carson.net,Uruguay,2702768209178689,05/25,643,152.150.169.206,Tablet,Online,True
058b0a13-d198-426d-983c-4ab95be88d9a,Timothy Mcgrath,lhall@example.net,854.06,2024-01-31,"Hamilton, Walker and Butler",gillespiethomas@sims-stephens.info,Pitcairn Islands,588124123757,08/28,008,121.254.20.99,Mobile,Online,True
bb52e5e4-26c1-4c85-82e7-4f7e9947e4cd,Adam Hanson,seanramsey@example.net,382.28,2024-01-07,"Black, Gonzalez and Davis",toddwalker@whitaker.com,San Marino,4879969903271222405,04/26,799,218.80.25.137,Tablet,In-store,True
7f08c959-cd48-4685-93d4-2fca4b80ce45,Kenneth Vincent,randybryant@example.net,688.36,2024-03-02,Caldwell Inc,edwinbruce@diaz.com,Algeria,213123768398763,04/29,310,133.112.163.245,Mobile,In-store,False
f007b331-6c19-4868-9849-52d4a8174ab6,David Brown,meyerronald@example.net,97.98,2024-02-22,Hebert Ltd,codyshelton@duran.biz,Paraguay,4322156363185078,07/25,728,217.182.222.3,Desktop,In-store,False
67d879e0-3f5c-4222-8c78-bd42cc8fdb7c,Barbara Moore,zallen@example.net,916.1,2024-01-21,Alexander Inc,patricia02@russell-smith.com,Oman,5493959365040682,06/26,718,175.46.47.175,Desktop,Online,True
54952a88-300f-4bfd-9f7f-09b23fc97290,Amy Johnson,sharonhines@example.org,846.39,2024-01-14,Galloway Group,hfarmer@mcmillan.info,Gambia,3568024883879973,10/24,939,9.242.180.149,Tablet,Online,True
1d5c83fa-9369-4571-a0eb-8b545f2f8128,Eric Wagner,krichardson@example.org,671.46,2024-01-27,"Day, French and Kennedy",flynnkatherine@howell.com,Suriname,2237214319085708,11/30,332,163.212.76.59,Desktop,In-store,True
7b0200dc-6a7e-4ecf-9665-0328edd5d9f5,William Scott,jennifer66@example.com,791.79,2024-02-22,Clark-Prince,guzmanmichele@bradford-dickerson.biz,El Salvador,180033326128389,07/29,359,122.232.70.198,Desktop,Online,True
859d6e6c-70de-41ff-b614-b115538c8a64,Cody Smith,edwardsevelyn@example.org,409.4,2024-01-26,Jackson and Sons,jeffreyscott@terry.org,Barbados,6513129120131135,07/24,077,108.177.240.62,Tablet,In-store,False
245578fa-274a-46fb-aa8f-4d9b10bd66a3,Monica Chung,imitchell@example.net,207.63,2024-01-14,"Ramos, Byrd and Carroll",kevinfigueroa@wiggins.com,Canada,4430000871573334256,11/32,9009,173.180.151.179,Mobile,In-store,False
6501ac52-81a3-428c-a83d-0821183923a4,Dennis Vincent,ritawarren@example.net,586.05,2024-01-06,Martinez and Sons,shood@gill-alexander.com,French Polynesia,2262662750113371,09/25,859,152.165.89.125,Desktop,In-store,True
58901a57-9cbc-4d56-a325-e8c337efa793,Brian Hill,torresdavid@example.com,771.73,2024-02-22,Mccall PLC,travisstokes@carter.com,Heard Island and McDonald Islands,579084570749,01/25,209,210.6.148.221,Mobile,Online,True
74537f58-d30b-42fe-a5d4-cab0216e1f47,Denise Nichols,pellis@example.com,413.22,2024-02-01,Vance Inc,sophiatodd@hudson.net,Niue,3572052996419373,05/30,117,67.245.69.251,Desktop,Online,False
82f8d0ef-408c-43c2-bc61-6fdf5b9c9b8a,Jonathan Phillips,rogersstephen@example.net,606.75,2024-02-13,Porter-Morris,xdavis@hill.com,Seychelles,3576661671546593,02/29,159,95.211.202.252,Mobile,Online,False
9cc56fb3-b0e7-4bd3-9b76-01cd6d3a73cb,Jeffery Hines,lawrence79@example.net,220.75,2024-01-13,Williams Inc,castillopatrick@frederick.info,Cook Islands,4623812942297712776,11/27,505,190.146.208.112,Tablet,Online,False
6acf7e24-5989-4e24-9f83-75f5cbe7fcbb,Holly Neal,robinjordan@example.com,291.89,2024-02-15,"Williams, Vega and Jackson",marquezjennifer@riley.com,Lebanon,676238436494,05/25,958,219.52.178.22,Mobile,In-store,False
c524a39e-8c1b-42bd-973e-a7b378495cd3,Stephanie Berry,william07@example.com,83.47,2024-01-09,Moore LLC,wilsontina@summers.com,San Marino,4279269250483629807,06/24,705,25.127.54.124,Tablet,In-store,False
6e433263-ccaa-47af-93f1-fc36ba3a370f,Taylor Thompson,rhoward@example.net,101.0,2024-03-03,Rasmussen Group,cdawson@williams.com,Andorra,3503397572822100,01/25,751,106.97.160.164,Tablet,Online,False
9991730c-f91f-4af7-a128-66f99c291944,Dale Banks,hobbskevin@example.net,71.88,2024-02-23,Shaffer and Sons,amy51@hayes.info,Singapore,675981347601,10/28,091,5.200.37.53,Mobile,In-store,False
700b5452-ad82-4e00-b451-b3e353e5c032,Tina Ayala,tarareese@example.net,227.88,2024-02-12,Brown-Henderson,lauren93@rose-espinoza.net,Botswana,30057686763412,05/32,077,68.36.131.53,Tablet,In-store,True
379b6277-559f-4875-bcbf-7f64ea4715f5,Kristen Miranda,livingstonjulia@example.net,840.48,2024-01-19,"Buchanan, Hicks and Perkins",hammondrobert@spears.com,Malawi,4245235655336,04/30,944,100.62.57.147,Desktop,In-store,True
af6657fc-bc97-4ec5-81fa-85d22fb1b650,Lisa Williams,george03@example.org,194.1,2024-01-03,Moore-Reyes,desireebryant@hogan.org,Portugal,6500540099372515,03/27,475,80.213.25.120,Tablet,In-store,False
7a6932a8-f5d1-4c8a-a12e-e69904c84d32,Christy Hudson,hillyvonne@example.net,575.25,2024-02-05,"Acevedo, James and Gibson",brookemurray@guzman.com,Myanmar,3532059279562760,09/30,735,99.197.127.48,Desktop,Online,True
f4452078-451c-4090-a770-8c1fb7023ad1,Jose Miles,cantrellnicole@example.com,821.01,2024-03-01,Greer LLC,ndaniels@pennington.com,Niue,3503145016090523,08/31,756,4.192.77.26,Desktop,In-store,True
9826c5c1-c5fa-4bff-b56b-04905c71094b,Edgar Diaz,kevinbishop@example.org,745.92,2024-02-06,"Santos, Clarke and Porter",bakerdiane@harris-phillips.com,Sri Lanka,4950733706933239,09/27,378,46.189.32.246,Mobile,In-store,False
5951ba11-d27d-46ce-8f5d-61c49db6ce1a,Stephanie Brown,tcole@example.net,388.36,2024-01-19,House-Jackson,pquinn@jackson-jones.com,Jordan,30238704356427,12/29,3597,150.10.73.239,Desktop,Online,False
d79da8bc-8933-4fc3-89c9-80aceadc3edd,Willie Johnson,jessicaharrington@example.net,937.01,2024-01-09,Richardson LLC,qparsons@butler.org,Guam,343645450599525,12/32,687,30.67.254.100,Mobile,Online,False
25926e51-a7d0-4a28-9084-d1aa3b9dd6c9,Nicole Dean,tammydeleon@example.net,311.11,2024-01-28,Miller Group,millerandre@benjamin.info,India,5141734514143422,06/31,581,89.87.158.46,Tablet,In-store,True
a658faa9-b7c8-44f2-8d94-e70a7a480231,Rebecca Blake,adrian64@example.net,60.08,2024-01-02,Randall-Orr,richardsonjohn@wilson-lee.biz,Marshall Islands,3578318142226432,09/33,794,20.83.186.233,Tablet,In-store,False
8832b481-ace7-4b67-92cd-9076ebdca3a9,Rachel Huang,petersimmons@example.org,414.96,2024-02-02,Green LLC,derrick96@perez-dixon.com,Grenada,4859141424257919,10/29,801,38.101.232.216,Mobile,Online,False
18141077-4777-4e02-9abc-d614d446aa4d,Rachael Crawford,sharontaylor@example.net,586.18,2024-02-28,"Patton, Mccoy and Frazier",kennethanderson@williams-hall.info,Dominica,4984806609181278,07/24,006,182.227.72.252,Tablet,In-store,True
20eb67d3-bc4a-4aad-a051-ef961ee85c41,Donald Thompson,bethbrown@example.org,592.04,2024-02-06,Holder Ltd,kelliejohnson@lee.com,Malawi,30313564623909,02/34,359,6.100.212.107,Tablet,Online,True
cd56eb6a-4c49-4159-822d-49c29d786820,James Weeks,haley63@example.com,519.23,2024-02-04,Mejia Inc,joshua99@vasquez.com,Mauritius,213135630872213,07/32,951,125.189.55.153,Desktop,Online,False
9f618e22-6712-483d-a714-1f0254792eef,Leah Nixon,justinhill@example.com,109.06,2024-01-10,Combs-Nelson,william63@cherry.biz,Qatar,3574455908940238,09/32,654,18.212.82.200,Tablet,Online,True
805f03a8-cd71-4b34-b6c2-af1f861617e7,Kevin Irwin,tina92@example.com,117.39,2024-03-05,Simmons-Gray,edwardsbrett@burns.com,Germany,371858288218631,02/34,306,46.232.41.201,Tablet,Online,True
79349c99-9b6b-413d-a8f3-171a91a4eae6,Mark Spence,hharris@example.org,503.35,2024-02-25,Smith and Sons,rasmussenkristina@smith.com,Hungary,2693515356900295,07/32,6158,95.100.75.4,Tablet,In-store,False
ed928eba-1ee8-47ba-b46d-815432fa7cc1,Michelle Nguyen,floresnathaniel@example.org,608.97,2024-02-25,"Hoover, Mason and Thompson",donna89@keller.net,Bosnia and Herzegovina,3527091835589547,05/26,948,185.124.34.186,Tablet,Online,False
0d328228-7861-4977-84b0-aeeda9917d83,Mr. Philip Wilkins,hamptonwilliam@example.com,337.1,2024-02-26,"Decker, Reed and Williams",teresamoore@garcia.com,Slovakia (Slovak Republic),6011246857343787,09/25,933,102.238.207.168,Desktop,Online,True
5f0c3aa9-451b-416f-a28d-44719109715e,Edward Henry,kfigueroa@example.com,665.9,2024-02-15,"Griffin, Bird and Hamilton",denisecopeland@estrada.com,Philippines,3531142400216687,05/28,8455,42.7.2.4,Desktop,Online,False
20df7f11-c64f-4174-9195-1e210a99d31b,Catherine Grimes,ogutierrez@example.com,755.12,2024-01-01,"Johnson, Lee and Olson",michael64@lopez.net,Venezuela,4360529213684743,08/25,977,97.37.247.75,Tablet,Online,False
0a0f8ea7-b200-411a-ba53-250eb45d0072,Adrian Frazier,jennifer86@example.org,102.56,2024-01-21,Romero-Hebert,melissa19@garcia.com,Algeria,503884717839,12/29,621,129.14.3.251,Tablet,In-store,False
8accf209-8069-465c-8b11-adac445ddfa3,Tanya Anderson,wadesandra@example.net,335.96,2024-02-08,King-Smith,david25@weber.info,Jordan,676180445337,02/33,824,93.0.56.19,Mobile,In-store,False
6265a57c-e95c-4405-9369-2350f98f34ba,Mrs. Judy Harris MD,josephburns@example.org,905.37,2024-01-15,Miranda and Sons,grobertson@wade.info,Costa Rica,060425400201,08/31,163,206.116.246.8,Tablet,Online,False
d44d1e87-bc85-4cae-9fea-c191aeaf1eab,Wesley Rodriguez,gonzalezrebecca@example.com,964.99,2024-02-18,Peters-Baldwin,raymondwright@rose-rodriguez.com,Libyan Arab Jamahiriya,676239090936,10/30,008,131.29.244.126,Desktop,In-store,True
33daa864-d2b6-499e-a8b0-ef11b4f3d572,Benjamin Best,tonyawilliams@example.net,509.6,2024-02-25,Coleman PLC,colewilliam@parker-thomas.com,Uganda,3580826335600177,10/27,212,85.208.91.232,Desktop,In-store,False
30227124-b8af-4b12-bbe7-07a465cc79db,Stephen Herring,jmcdaniel@example.net,759.91,2024-02-06,Guzman-Baker,jennymiller@jones.com,Albania,4779586882388,09/25,295,37.222.41.222,Tablet,Online,True
0052f057-ac81-4085-b326-f40e2833a3e5,Ryan Burke,churchalice@example.org,747.19,2024-03-01,Byrd LLC,cameron78@bartlett.com,Saudi Arabia,6011020730299866,09/29,579,139.181.155.120,Mobile,In-store,True
fbddb0bf-c2aa-43d2-8db1-898f1146303a,Scott Smith,philiphale@example.net,450.39,2024-02-05,Elliott Inc,leejoseph@gutierrez.info,Bulgaria,2227806594276720,08/29,663,65.225.163.118,Desktop,Online,True
68a0b171-bd08-45e7-b7de-c50d05e4edbe,Derrick Hawkins,michaeljohnson@example.net,303.36,2024-01-27,Turner-Farmer,lhuffman@walters-simpson.net,Guadeloupe,060452537560,12/25,292,152.56.99.76,Tablet,In-store,False
5d5a9486-455d-4c6e-8696-f4d0a4e29718,Grace Cox,jay80@example.com,309.1,2024-01-30,"Hill, Cross and Carter",danielsrobert@levy-mendoza.com,Mongolia,503811496333,09/26,1447,69.21.88.35,Desktop,Online,True
acb87490-7650-4ca6-8312-38c3a4e1648b,Tiffany Holder,davismichelle@example.org,900.3,2024-02-01,Long-Wagner,richardhernandez@barajas.com,Lesotho,4197678804584,09/26,686,25.149.154.230,Tablet,In-store,True
5fd6263e-47eb-4cfc-950c-05ec1bab1abe,Joel Lamb,christinejohnson@example.net,911.96,2024-01-27,"Pratt, Phillips and Miller",greerdaniel@sims.com,Mozambique,5151223227799875,10/27,324,134.55.219.77,Desktop,Online,False
29193551-ddd3-459a-a0ab-8fa98a2e270a,Preston Ellis,johngutierrez@example.org,540.98,2024-01-26,"Woodard, Long and Reynolds",wendymaxwell@phillips.com,Mauritius,4007699664781218599,11/25,887,115.113.156.32,Mobile,Online,False
4eea97dd-c113-49ef-a071-8a7f9741d7e6,Joshua Gray,grant97@example.org,355.53,2024-02-13,"Ball, Robinson and Patton",albertjohnson@roy.com,Syrian Arab Republic,6011086599364810,11/27,514,221.0.233.62,Mobile,Online,True
b1dd5870-dd7f-44b9-8010-4e4c62d1f3b2,Christopher Sanchez,fstokes@example.net,28.63,2024-01-06,Rios LLC,russellbarton@wolfe-moore.com,Afghanistan,4864728080853140349,11/32,001,65.90.14.71,Desktop,Online,True
603453cd-3716-4407-ab77-30c609646bd6,Paige Horn,danielsjustin@example.com,160.04,2024-03-03,Mitchell PLC,freemanchristina@smith-burke.net,Slovakia (Slovak Republic),180080565785163,02/27,552,157.22.68.54,Mobile,Online,True
f544837c-1b29-4f12-a926-1080574e2e6c,Taylor Rodriguez,connie53@example.net,508.73,2024-02-27,Wallace-Walton,angelagarrett@hall.com,Saint Barthelemy,341538090305555,08/26,2254,49.146.195.239,Mobile,Online,False
4d177a2d-c257-4a19-9eb4-975d83e8b1ae,Nicholas Juarez,johnnycannon@example.com,717.75,2024-02-28,Lindsey Ltd,sandravelasquez@dean.com,Czech Republic,30116832983025,02/26,274,152.93.76.254,Tablet,In-store,False
74b919b7-0801-4da4-961d-3f3b33b2417c,Michelle Palmer,qsmith@example.net,670.74,2024-02-20,Chapman-Marsh,qvincent@holland-gibson.org,Panama,4668348370696047,08/32,312,204.117.225.111,Mobile,In-store,True
9185e484-6b03-48f2-b593-2c0472acd3a5,Dustin Morales,gillroberto@example.com,321.75,2024-01-02,Zamora-Hoover,michael52@day-hunt.com,Trinidad and Tobago,4712411108463,05/25,634,57.56.50.149,Tablet,In-store,False
e532aa7c-0145-4f6b-bef7-b9e31a295be9,Melissa Tucker,gregoryjordan@example.net,963.55,2024-02-01,"Montoya, Smith and Carrillo",snyderjoseph@robertson-clark.com,Oman,4580118489942946,01/30,460,197.223.181.180,Mobile,Online,True
5564b897-be12-4698-b765-c7365bcc0716,Felicia Leonard,simpsonsteven@example.com,803.22,2024-02-07,Woodard-Davidson,williamking@nichols-wright.info,China,4048015182389687801,07/24,726,46.233.251.162,Mobile,In-store,True
71cb1de3-2107-4c38-b7d4-b8929d20b952,Tiffany Cook,xstewart@example.net,144.39,2024-03-03,Mosley LLC,kyle85@downs.com,Norfolk Island,4682913310025938,08/29,7534,49.70.47.17,Desktop,In-store,False
36b01b32-ff50-4caf-8eae-836686c0262a,Jonathan Patel,jerryrobertson@example.net,966.38,2024-01-07,Walker Inc,samantha78@stout.info,Brunei Darussalam,4076369045121332,11/25,891,22.13.250.1,Tablet,Online,False
348ca4d0-86f0-430e-a007-7a9f252b843e,Barbara Prince,pfoster@example.net,457.38,2024-01-30,Lowery Ltd,malonenicholas@fletcher.com,Montserrat,503833556759,06/30,053,75.140.26.142,Desktop,In-store,True
857912b2-92b9-451e-85ab-1ff4fce6056c,Amy Morgan,mcintyreedward@example.com,789.56,2024-01-03,Washington PLC,ebuckley@ramirez.com,Kiribati,3543624282486062,05/30,825,141.168.77.156,Tablet,Online,False
c0287125-2a91-42b4-b9a0-dbf2de07ee9f,Steven Jones,rebecca47@example.net,66.15,2024-01-19,"Ramos, Johnson and Jordan",larry45@brown.com,Austria,502016574688,11/31,1226,178.133.8.169,Desktop,In-store,True
2672700f-0979-46e9-813a-fdd1d3290c5b,Eric Henry,kevinwhite@example.com,826.95,2024-01-27,"Alvarado, Roach and Collins",christineporter@fox.com,Sweden,6540694072384195,10/31,572,85.89.72.171,Tablet,Online,False
a73796f4-b0e6-4dd1-aa8a-3ac034dfdb43,Connie Thornton,vincenttucker@example.com,663.1,2024-02-25,"Burns, Padilla and Dunn",ayersdouglas@bonilla.info,Martinique,180057539046484,01/30,541,28.247.57.71,Tablet,Online,True
f6080c54-078f-436a-aabb-777e15f73c36,Paul Johnson,vblackwell@example.com,88.89,2024-01-24,Jones-Gill,owensandrew@martin.com,Panama,4173146546993951,06/30,107,81.101.18.148,Mobile,In-store,True
07badf72-d60f-4b5a-aa56-9586943a0fe3,Michael Lee,jamesgood@example.org,147.46,2024-02-02,"Jimenez, Thompson and Williams",ubridges@gilbert.com,French Southern Territories,213163633970479,06/32,581,25.111.253.179,Tablet,Online,False
9a4579f2-b2ab-4644-a377-7cb656194cef,John Conner,angela73@example.net,765.35,2024-02-27,Maxwell PLC,lisareilly@miller-jefferson.org,Saint Helena,378854836126254,03/28,245,38.130.103.108,Tablet,In-store,True
f90375cd-e9ea-4597-9c9d-110a47e982b1,Samantha Miller,gparker@example.org,846.04,2024-01-18,Calhoun PLC,bill14@mejia.org,Philippines,4237222654113049,12/33,258,35.231.185.166,Mobile,In-store,False
5267e5bb-dd43-4144-9177-b5a63b0c25e3,Rebecca Flores,sergiowoods@example.com,310.85,2024-01-07,Cole-May,amberrichardson@velez.com,Thailand,38536644275272,11/32,6804,168.253.111.99,Tablet,In-store,False
083a19b6-f8a7-4297-8030-2e234acf51b0,Cynthia Lam,vgomez@example.net,329.84,2024-01-13,"Perry, Walter and Conner",melindarowe@gilmore.com,Palestinian Territory,6011540396586967,08/32,716,47.203.113.195,Mobile,In-store,True
086b54bf-d461-4aea-8e73-e8a0969ca029,Timothy Pierce,jasmine26@example.net,218.51,2024-02-05,Scott-Sanchez,cassie04@lambert-dougherty.com,Ukraine,4839750810220995,01/25,293,164.79.199.196,Mobile,Online,False
81b40174-da4d-40e5-aaaa-0e67f730dc0b,Joshua Nunez,shelly36@example.com,655.35,2024-02-15,Rice-Burgess,daniel82@garcia.com,Northern Mariana Islands,376746226631897,08/28,122,93.67.95.121,Desktop,In-store,False
04f98327-4620-4e9c-9cab-099522bce536,Jessica Wells,colebennett@example.org,274.11,2024-01-25,Mcclain Ltd,ssmith@moore-henderson.com,Saint Vincent and the Grenadines,060461303871,05/31,635,67.172.234.158,Tablet,In-store,True
4c333d34-e055-46eb-9b78-59ed6ab598eb,Vanessa Rodriguez,gibsoncharles@example.net,527.26,2024-01-13,"Williams, Thomas and Mcguire",angelacaldwell@branch-nelson.net,Portugal,6011583014589716,02/28,767,169.96.8.197,Desktop,In-store,False
e6496cb2-b831-4a57-857b-fadadc981e4b,Ashley Gordon,zleonard@example.com,341.56,2024-01-03,"Howard, Decker and Zamora",ypatel@johnson-ross.com,Saint Kitts and Nevis,4011359290298417848,05/27,450,100.135.15.138,Mobile,Online,False
a85728ce-e6f1-4830-b1b8-0339c6eaa302,Mr. Wesley Ramirez,schmidtthomas@example.org,470.07,2024-02-23,"Hernandez, Johnson and Thomas",sharon39@lopez-goodwin.com,Kuwait,213194270678653,01/26,211,183.53.21.5,Desktop,Online,False
31b56cb4-e3fd-48f6-943d-b17ed1d7b16b,Thomas Williams,tbeck@example.org,19.85,2024-01-12,"Alvarado, Jones and Costa",wheelermichael@bradley-young.com,Martinique,3539139606940948,05/28,443,16.250.63.116,Mobile,In-store,False
3ad6fb20-b31c-479a-994b-b82ebd42fc2f,Pamela Morris,oanderson@example.net,633.75,2024-02-28,"Shea, Myers and Pratt",lisa95@salas.com,Congo,676260784167,05/31,110,25.112.193.192,Tablet,In-store,True
ba1f0917-6f05-4b34-aecd-6b72b4274125,Adam Jenkins,jake99@example.org,61.78,2024-02-10,Briggs Ltd,osutton@walters.com,Taiwan,4791759687894811493,09/32,831,223.26.18.140,Tablet,In-store,False
4a94ad38-2225-4eb8-8e2a-4427250d9c0d,Melanie Nguyen,kevin35@example.org,261.0,2024-01-19,"Rodriguez, Parsons and Conner",edwardsstephanie@davis.com,Iraq,4855869007022685653,01/27,922,195.191.153.196,Tablet,Online,False
87194e61-ec3f-4fa6-9a81-d2e4474d60ef,Kathleen Richard,williamanderson@example.net,298.05,2024-01-17,"Phillips, Murray and Perry",amanda09@fischer.com,Macao,676149677467,10/33,265,202.165.134.100,Tablet,In-store,False
de940906-55b2-4f49-8a4c-da70e4578ac3,Caroline Bowen,rmitchell@example.net,685.69,2024-02-02,Reyes-Lee,williamsjennifer@tran.info,Saint Helena,4206355389806062037,12/33,796,57.199.73.79,Tablet,Online,True
1cfc89cf-ff4a-429b-9cc0-af6511bd6df0,Amy Medina,bryantbrandon@example.org,163.62,2024-02-14,Nelson-Adkins,phenderson@parker.com,Bouvet Island (Bouvetoya),4697164184069387,02/27,279,101.109.214.31,Mobile,In-store,True
cf0c21e7-810c-49c2-9061-1730092c0501,Jonathon Fisher,carrcynthia@example.com,762.1,2024-02-28,"Burns, Schneider and Reilly",jhaynes@green.org,Liechtenstein,36601606780305,07/30,462,131.182.107.208,Desktop,In-store,True
75f4ff5f-8100-495c-b3d0-71e69f19847a,Katie Diaz,garrisonjennifer@example.net,353.24,2024-02-07,Smith-Mendez,kathleengonzalez@moore.org,Namibia,578904559486,07/25,170,97.131.77.80,Mobile,Online,False
07fdd27a-2ff5-4493-a482-040496fb0429,Mike Diaz,watsonelizabeth@example.net,725.44,2024-02-16,Steele Inc,youngmary@warner-smith.com,Peru,4358407846177951,03/29,096,34.104.151.51,Desktop,Online,True
55bca49c-6a04-4a2e-9abb-2a0b5991e430,Alexandria Williams,cookkimberly@example.org,31.8,2024-01-27,"Nguyen, Day and Beasley",shawndickerson@conley.com,Suriname,4327856011681925330,10/27,343,27.122.127.220,Tablet,In-store,True
202843d3-3672-4a23-958c-763fdfa9dfd4,Frank May,anthony96@example.com,206.04,2024-02-09,Haley-Spears,bradfordtimothy@richardson.com,Kyrgyz Republic,5282232618971995,02/25,418,116.190.115.44,Desktop,Online,True
7387ad04-31f1-4982-8a95-50e8aaedf040,Patrick Gordon,wilsonjohn@example.com,137.85,2024-02-25,Mitchell-Thompson,scraig@robinson.net,Portugal,6541710447484913,05/26,906,12.127.185.69,Tablet,In-store,False
96b160f9-932a-46d3-8865-8fb593f824c6,Dustin Simmons,david38@example.org,240.16,2024-01-19,Schultz-Dunn,cynthiaadams@willis-miller.biz,Seychelles,3541297159691981,08/31,144,210.220.183.17,Desktop,Online,False
35db6e2e-1ac5-462e-832e-ebe5f400fc2b,Mr. Daniel Smith,gabrielpope@example.net,428.66,2024-02-25,Morgan-Fisher,jamesvillarreal@roth.net,Chile,30384184529271,08/32,273,151.182.147.113,Tablet,Online,True
751f2f0e-aad4-42fd-b125-4d49de430b68,Michael Hartman,stanley89@example.com,556.84,2024-02-13,"Castillo, Price and Berg",richardbrown@briggs-garcia.com,Italy,3543308963689752,02/31,944,69.192.91.24,Mobile,In-store,False
c6030339-1c13-4845-ac59-4ff41cbf2bed,Valerie Torres,amandanielsen@example.net,608.43,2024-02-19,"Davis, Hernandez and Carter",vsmith@houston-guerra.com,Slovakia (Slovak Republic),675900924159,10/28,4547,208.161.192.28,Desktop,Online,False
5545e8a1-f7f8-4315-8fec-65512f8eed0e,Caitlin Gregory,ubecker@example.org,827.8,2024-03-03,Jones LLC,ryan74@glover.org,Rwanda,503832655487,11/31,920,69.21.184.229,Tablet,Online,True
52e1a39c-74ea-45ee-9e78-ff52c7892428,Dr. Andrea Dixon,smithmichael@example.org,200.53,2024-02-27,Wilkinson-Gutierrez,cynthiagibbs@carter.info,Saint Lucia,180070906203893,09/31,384,74.38.41.16,Mobile,Online,True
12bca51c-5d0d-46f9-8c64-7c903b0b7e0a,Dale Cardenas,vsmith@example.net,114.6,2024-02-18,Thompson-Ingram,ryanrice@james.net,Morocco,180035504574805,09/32,148,193.157.18.78,Mobile,In-store,True
f181fce0-ce99-4a85-bdc9-06b8839baba4,Henry Zhang,andreabrown@example.net,163.89,2024-01-03,Rivera-Haley,briandavis@jones.biz,Bahamas,676114612705,02/25,172,23.65.205.58,Mobile,Online,False
aab7c7c9-cbe1-4298-80d5-cd10b35698f6,Stephanie Richardson,donnawalton@example.net,658.46,2024-03-03,Jones-Watkins,ericawhitehead@taylor.com,Macao,6011914505591657,02/26,737,95.2.110.161,Tablet,In-store,False
c75c640a-56f9-4d6f-89dc-3ba363a0b76c,Mr. Maurice Hicks,madisonhernandez@example.net,204.16,2024-01-17,Mejia Group,eclark@joseph-fischer.com,Palau,4091350229900148,09/30,923,141.124.6.78,Desktop,Online,False
802986db-1733-4026-9680-6f24c46b0315,Ashley Daniel MD,ahenry@example.com,884.18,2024-01-31,Alvarez LLC,xwilliams@johnson.com,Greece,4413808157739493453,09/28,339,184.189.17.221,Mobile,In-store,True
ad822060-e835-4cfd-a607-80acc78759e2,Kelly Ray,esosa@example.com,769.06,2024-02-29,"Brock, Mayo and White",maryball@castaneda-hendricks.com,Norfolk Island,213178816004151,09/28,138,181.142.252.10,Tablet,In-store,True
833808c2-ed0e-4b90-80d9-f55b5a2ddd40,Elizabeth Reyes,aaronruiz@example.org,302.35,2024-02-14,Ball-Anderson,teresawood@brown.com,Grenada,213198010171945,09/25,009,118.105.114.195,Tablet,In-store,True
8613f2d2-9f75-4aea-b22e-89c812e1b748,Thomas Dominguez DVM,tcallahan@example.org,385.87,2024-01-14,"Wall, Clark and Webb",theresa59@perry.com,Latvia,180093687314275,09/29,915,158.34.118.77,Tablet,Online,False
c9ad4aa3-4256-4a23-bee0-9a0ebcc54afb,Daniel Collins,twalter@example.com,790.94,2024-01-15,Smith LLC,brianblack@palmer.com,Fiji,4578764677407509,04/33,165,149.168.170.44,Mobile,Online,False
85592032-676b-42a7-b3f7-9928a39049a8,Regina Thompson,fgaines@example.net,146.13,2024-01-20,"Aguilar, Guzman and Mooney",allisonjonathan@brady-trevino.com,Heard Island and McDonald Islands,675942935965,09/32,079,74.6.62.97,Tablet,Online,True
d5fadbe7-1834-4aa0-bc31-4cc236e7ff55,Teresa Smith,nbaldwin@example.net,74.79,2024-02-04,"Rich, Hancock and Morrow",kimberly64@williams.com,Paraguay,676275847181,12/31,449,189.29.185.149,Tablet,In-store,False
